JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId
25595	Journal international de bioethique = International journal of bioethics	J Int Bioethique	1145-0762	2102-5169	J Int Bioethique	9015754
25596	Info trends : medicine, law & ethics / University of Medicine and Dentistry of New Jersey-Robert Wood Johnson Medical School	Info Trends	1044-629X		Info Trends	9012867
25597	Human genome news / National Center for Human Genome Research, National Institutes of Health	Hum Genome News	1050-6101		Hum Genome News	9012614
25598	Swiss biotech	Swiss Biotech	0253-9675		Swiss Biotech	9009901
25601	Information and behavior	Inf Behav	0740-5502		Inf Behav	9001390
25604	Social responsibility, journalism, law, medicine	Soc Responsib Journal Law Med	0732-9938		Soc Responsib Journal Law Med	8914992
25605	Law and psychology review	Law Psychol Rev	0098-5961		Law Psychol Rev	8912374
25606	The Psychologist	Psychologist	0952-8229		Psychologist	8903437
25607	Psychiatric bulletin (London, England)	Psychiatr Bull R Coll Psychiatr	0955-6036		Psychiatr Bull R Coll Psychiatr	8901718
25608	Law and mental health	Law Ment Health	0890-5037		Law Ment Health	8812173
25613	Journal of the American Academy of Physician Assistants	J Am Acad Physician Assist	0893-7400		J Am Acad Physician Assist	8805848
25615	The American journal of forensic psychology	Am J Forensic Psychol	0733-1290		Am J Forensic Psychol	8712336
25618	Current contents. Clinical medicine	Curr Contents Clin Med	0891-3358		Curr Contents Clin Med	8708575
25621	Spine (Philadelphia, Pa. : 1986)	Spine (Phila Pa 1986)	0887-9869		Spine (Phila Pa 1986)	8703877
25622	The Euthanasia review	Euthan Rev	0884-2981		Euthan Rev	8702516
25623	Quality of life and cardiovascular care	Qual Life Cardiovasc Care	0748-6901		Qual Life Cardiovasc Care	8700953
25624	Infections in medicine	Infect Med	0749-6524		Infect Med	8612480
25625	Theoretical surgery	Theor Surg	0179-8669		Theor Surg	8610948
25627	Topics in hospital law	Top Hosp Law	0883-7147		Top Hosp Law	8609257
25628	CBE views : official publication of the Council of Biology Editors	CBE Views	0164-5609		CBE Views	8608941
25630	Humane medicine	Humane Med	0828-7090		Humane Med	8508101
25633	HealthScan	Healthscan	8755-2205		Healthscan	8501859
25635	The S.A. journal of continuing medical education = Die S.A. tydskrif van voortgesette geneeskundige onderrig	SA J Contin Med Educ	0256-2170		SA J Contin Med Educ	8412909
25636	Journal of social and administrative pharmacy : JSAP	J Soc Adm Pharm	0281-0662		J Soc Adm Pharm	8411742
25638	Animal technology : journal of the Institute of Animal Technicians	Anim Technol	0264-4754		Anim Technol	8404846
25643	Journal of the American College of Toxicology	J Am Coll Toxicol	0730-0913		J Am Coll Toxicol	8214852
25645	The American journal of social psychiatry	Am J Soc Psychiatry	0277-8173		Am J Soc Psychiatry	8111070
25646	Mental disability law reporter / American Bar Association, Commission on the Mentally Disabled	Ment Disabil Law Rep	0147-3700		Ment Disabil Law Rep	8110215
25648	The Art of medication	Art Med	0731-3047		Art Med	8109367
25649	The International journal of medicine and law : IJML	Int J Med Law	0334-3049		Int J Med Law	8109492
25654	Journal of psychiatric treatment and evaluation	J Psychiatr Treat Eval	0195-8127		J Psychiatr Treat Eval	8006507
25655	International journal for the study of animal problems	Int J Study Anim Probl	0195-7554		Int J Study Anim Probl	8006293
25656	The Journal of current adolescent medicine	J Curr Adolesc Med	0194-8644		J Curr Adolesc Med	8005416
25659	Newfoundland Medical Association journal	Newfoundl Med Assoc J	0705-6702		Newfoundl Med Assoc J	8001484
25660	Behavioral assessment	Behav Assess	0191-5401		Behav Assess	7911222
25662	United States statutes at large	US Statut Large	0083-3401		US Statut Large	7906989
25664	The American journal of forensic psychiatry	Am J Forensic Psychiatry	0163-1942		Am J Forensic Psychiatry	7906380
25667	Concern for dying	Concern Dying	0192-1096		Concern Dying	7902410
25668	Hippocrates	Hippocrates	0250-5215		Hippocrates	7902460
25670	Mental retardation and the law	Ment Retard Law	0098-8111		Ment Retard Law	7900964
25671	Psychiatric medicine update: Massachusetts General Hospital reviews for physicians	Psychiatr Med Update Mass Gen Hosp Rev Physicians	0163-1721		Psychiatr Med Update Mass Gen Hosp Rev Physicians	7809279
25674	Euthanasia news	Euthanasia News	0164-1581		Euthanasia News	7805991
25676	Surgical rounds	Surg Rounds	0161-1372		Surg Rounds	7803399
25677	Studies in history of medicine	Stud Hist Med	0379-3915		Stud Hist Med	7802982
25678	Contemporary therapy	Contemp Ther	0162-7244		Contemp Ther	7802331
25681	International review of natural family planning	Int Rev Nat Fam Plann	0146-1745		Int Rev Nat Fam Plann	7708547
25682	Journal of products liability	J Prod Liability	0363-0404		J Prod Liability	7707503
25683	U. S. pharmacist	US Pharm	0148-4818		US Pharm	7705468
25684	Medical bulletin of Istanbul Medical Faculty	Med Bull Istanbul Med Fac	0378-6358		Med Bull Istanbul Med Fac	7703961
25685	Bioethics digest	Bioethics Dig	0364-5193		Bioethics Dig	7703855
25686	Advances in pain research and therapy	Adv Pain Res Ther	0146-0722		Adv Pain Res Ther	7703610
25688	Metabolic ophthalmology	Metab Ophthalmol	0361-3674		Metab Ophthalmol	7613452
25689	Prism	Prism	0091-2670		Prism	7612868
25690	Essence	Essence (Downsview)	0384-8833		Essence (Downsview)	7609789
25691	NAPHT news	NAPHT News	0363-4701		NAPHT News	7609390
25692	Behavioral engineering	Behav Eng	0362-0298		Behav Eng	7606423
25693	Draper World Population Fund report	Draper World Popul Fund Rep	0361-4085		Draper World Popul Fund Rep	7604163
25694	Medical insight	Med Insight	0025-7281		Med Insight	7511252
25698	"Literatur-Eildienst ""Roche."""	Lit Eildienst Roche	0024-4635		Lit Eildienst Roche	7501353
25699	Christian Medical Society journal	Christ Med Soc J	0009-546X		Christ Med Soc J	7501101
25700	Journal of clinical issues in psychology	J Clin Issues Psychol	0095-4500		J Clin Issues Psychol	7500961
25703	Psychotherapy (Chicago, Ill.)	Psychotherapy (Chic)	0033-3204	1939-1536	Psychotherapy (Chic)	2984829R
25709	Federal probation	Fed Probat	0014-9128		Fed Probat	16920710R
25710	Etc.; a review of general semantics	Etc	0014-164X		Etc	16820110R
25711	The Catholic medical quarterly	Cathol Med Q	0008-8226		Cathol Med Q	16040530R
25712	The American scholar	Am Scholar	0003-0937		Am Scholar	14840700R
25713	Journal of thanatology	J Thanatol	0047-2832		J Thanatol	1301645
25719	Massachusetts journal of mental health	Mass Journal Ment Health	0047-6137		Mass Journal Ment Health	1262177
25722	The Ontario psychologist	Ont Psychol	0030-3054		Ont Psychol	434616
25723	State health legislation report	State Health Legis Rep	0094-6400		State Health Legis Rep	431504
25724	The International review of psycho-analysis	Int Rev Psychoanal	0306-2643		Int Rev Psychoanal	430274
25725	The New Zealand psychologist	NZ Psychol	0303-6863		NZ Psychol	427360
25735	The Indian journal of social work	Indian J Soc Work	0019-5634		Indian J Soc Work	404431
25737	Ontario medical review	Ont Med Rev	0030-302X		Ont Med Rev	401015
25738	The Journal of family welfare	J Fam Welf	0022-1074		J Fam Welf	375366
25739	Lex et scientia	Lex Sci	0024-1601		Lex Sci	374765
25741	Cancer bulletin (Houston, Tex.)	Cancer Bull	0008-5448		Cancer Bull	373142
25742	Asian medical journal	Asian Med J	0004-461X		Asian Med J	372472
25743	MS	Ms	0091-5394		Ms	371720
25744	Science & government report	Sci Gov Rep	0048-9581		Sci Gov Rep	367571
25745	Contemporary ob/gyn	Contemp Ob Gyn	0090-3159		Contemp Ob Gyn	367022
25746	Physician's world	Physicians World	0091-200X		Physicians World	367051
25749	Family planning/population reporter; a review of State laws and policies	Fam Plann Popul Rep	0090-0923		Fam Plann Popul Rep	357432
25750	Behaviorism	Behaviorism	0090-4155		Behaviorism	356627
25751	Family planning digest	Fam Plann Dig	0046-3213		Fam Plann Dig	355312
25753	Japanese studies in the history of science	Jpn Stud Hist Sci	0090-0176		Jpn Stud Hist Sci	345022
25754	Intellect	Intellect	0149-0095		Intellect	342173
25755	Human behavior; the newsmagazine of the social sciences	Hum Behav	0046-8134		Hum Behav	336406
25759	Scalpel and quill	Scapel Quill	0586-7592		Scapel Quill	325413
25763	Mental health (London)	Ment Health (Lond)	0025-9632		Ment Health (Lond)	312437
25764	The Ecologist	Ecologist	0012-9631		Ecologist	270566
25766	Psychiatric forum	Psychiatr Forum	0033-2690		Psychiatr Forum	263640
25767	Private practice	Priv Pact	0032-891X		Priv Pact	256144
25769	Case Western Reserve journal of international law	Case West Reserve J Int Law	0008-7254		Case West Reserve J Int Law	253663
25776	The Journal of biological sciences	J Biol Sci	0021-9282		J Biol Sci	230021
25777	Medical counterpoint	Med Counterpoint	0025-715X		Med Counterpoint	212203
25779	The Clinician	Clinician (Goa)	0009-9341		Clinician (Goa)	173510
25782	Dynamische Psychiatrie. Dynamic psychiatry	Dyn Psychiatr	0012-740X		Dyn Psychiatr	150616
25784	The Clinical psychologist	Clin Psychol	0009-9244		Clin Psychol	133731
25786	Psychology today	Psychol Today	0033-3107		Psychol Today	117250
25787	North Carolina journal of mental health	N C J Ment Health	0549-8236		N C J Ment Health	74406
25788	Forsvarsmedicin	Forsvarsmedicin	0015-8011		Forsvarsmedicin	73354
25789	ILAR news	Ilar News	0018-9960		Ilar News	63501
25790	American journal of correction	Am J Correct	0002-9203		Am J Correct	60461
25791	Current medicine for attorneys	Curr Med Atty	0011-3719		Curr Med Atty	55673
25793	International drug therapy newsletter	Int Drug Ther Newsl	0020-6571		Int Drug Ther Newsl	51530
25795	Psychology (Savannah, Ga.)	Psychology	0033-3077		Psychology	50115
25797	World medicine	World Med	0043-8669		World Med	44272
25801	Journal of Jewish communal service	J Jew Communal Serv	0022-2089		J Jew Communal Serv	40373
25802	Psychiatric opinion	Psychiatr Opin	0033-2712		Psychiatr Opin	24025
25804	Sociology and social research	Sociol Soc Res	0038-0393		Sociol Soc Res	243736
25806	Clinical proceedings - Children's Hospital National Medical Center	Clin Proc Child Hosp Natl Med Cent	0092-7813		Clin Proc Child Hosp Natl Med Cent	7503484
25808	Bulletin medecine legale, toxicologie	Bull Med Leg Toxicol	0181-0154		Bull Med Leg Toxicol	7808911
25810	Singapore journal of obstetrics & gynaecology	Singapore J Obstet Gynecol	0129-3273		Singapore J Obstet Gynecol	8010992
25811	Heart transplantation / International Society for Heart Transplantation	Heart Transplant	0278-2723		Heart Transplant	8219620
25812	Reproductive and genetic engineering	Reprod Genet Eng	0895-5565		Reprod Genet Eng	8905004
25813	American enterprise (Washington, D.C.)	Am Enterp	1047-3572		Am Enterp	9886673
25815	Risk (Concord, NH)	Risk	1073-8673		Risk	9431216
25816	NCBHR communique = Communique CNBRH	NCBHR Commun	1181-8778		NCBHR Commun	9412206
25818	Risk, issues in health & safety	Risk Issues Health Saf	1047-0484		Risk Issues Health Saf	9106769
25820	Journal of clinical research and drug development	J Clin Res Drug Dev	0889-5813		J Clin Res Drug Dev	8711103
25821	Journal of prison & jail health	J Prison Jail Health	0731-8332		J Prison Jail Health	8218665
25823	The Compendium on continuing education in general dentistry	Compend Contin Educ Gen Dent	0196-1756		Compend Contin Educ Gen Dent	8210675
25825	Journal of psychiatric education	J Psychiatr Educ	0363-1907		J Psychiatr Educ	7703946
25826	Today's health	Todays Health	0040-8514		Todays Health	7610915
25827	The Journal of the Kuwait Medical Association	J Kuwait Med Assoc	0023-5776		J Kuwait Med Assoc	7505617
25829	Nation's health (Washington, D.C.)	Nations Health	0028-0496		Nations Health	1254132
25830	Newsletter. American Academy of Pediatrics	Newsl Am Acad Pediatr	0094-8217		Newsl Am Acad Pediatr	433622
25831	The Guthrie bulletin of the Donald Guthrie Medical Center	Guthrie Bull	0094-369X		Guthrie Bull	426711
25835	Corrective and social psychiatry and journal of behavior technology methods and therapy	Correct Soc Psych J Behav Tech Methods Ther	0093-1551		Correct Soc Psych J Behav Tech Methods Ther	427426
25836	Family and conciliation courts review	Fam Concil Courts Rev	1047-5699		Fam Concil Courts Rev	100897101
25838	Military law review	Mil Law Rev	0026-4040		Mil Law Rev	9879560
25839	Discover	Discover	0274-7529		Discover	9879655
25840	California journal	Calif J	0008-1205		Calif J	9882678
25841	Boston College environmental affairs law review. Boston College. Law School	Boston Coll Environ Aff Law Rev	0190-7034		Boston Coll Environ Aff Law Rev	9886723
25846	Journal of law and medicine	J Law Med	1320-159X		J Law Med	9431853
25847	The Medical-moral newsletter	Med Moral Newsl	0025-7397		Med Moral Newsl	9886543
25848	Law library journal	Law Libr J	0023-9283		Law Libr J	9886564
25849	UNOS update	UNOS Update	1077-8268		UNOS Update	9438468
25850	Briefs	Briefs	0007-0068		Briefs	15730100R
25851	Family law quarterly	Fam Law Q	0014-729X		Fam Law Q	9879777
25852	Newsletter / American Association Of Tissue Banks	Newsl Am Assoc Tissue Banks	0270-2673		Newsl Am Assoc Tissue Banks	9888434
25854	The Futurist	Futurist	0016-3317		Futurist	9878704
25855	DePaul journal of health care law	DePaul J Health Care Law	1551-8426		DePaul J Health Care Law	9704528
25858	Courts, health science & the law / Georgetown University Medical & Law Centers	Courts Health Sci Law	1043-8483		Courts Health Sci Law	9426331
25859	Issues (Saint Louis, Mo.)	Issues (St Louis Mo)	0888-9201		Issues (St Louis Mo)	9421486
25860	The Journal of pharmacy & law / Ohio Northern University, the Pharmacy-Law Institute	J Pharm Law	1062-4546		J Pharm Law	9314436
25861	General surgery & laparoscopy news	Gen Surg Laparosc News	1065-7088		Gen Surg Laparosc News	9301577
25862	Issues in reproductive and genetic engineering : journal of international feminist analysis	Issues Reprod Genet Eng	0958-6415		Issues Reprod Genet Eng	9008976
25865	Journal of medical technology : official publication of American Medical Technologists [and] American Society for Medical Technology	J Med Technol	0741-5397		J Med Technol	8806592
25868	Perspectives on science and Christian faith : journal of the American Scientific Affiliation	Perspect Sci Christ Faith	0892-2675		Perspect Sci Christ Faith	100911750
25869	Medical dimensions	Med Dimens	0047-648X		Med Dimens	7509444
25874	Canadian journal of behavioural science. Revue canadienne des sciences du comportement	Can J Behav Sci	0008-400X		Can J Behav Sci	172445
25875	Current concepts of cerebrovascular disease: Stroke	Curr Conc Cerebrovasc Dis Stroke	0884-4194		Curr Conc Cerebrovasc Dis Stroke	104464
25877	Bulletin (Institute of Medical Ethics (Great Britain))	IME bull	0269-1485		IME bull	8907218
25879	Journal of the Medical Association for Prevention of War	J Med Assoc Prev War	0265-2196		J Med Assoc Prev War	8915417
25880	Journal of the Society of Research Administrators. Society of Research Administrators	J Soc Res Adm	0038-0024		J Soc Res Adm	9886279
25881	Malpractice digest	Malpract Dig	0094-6133		Malpract Dig	9879884
25883	The Family law reporter	Fam Law Rep (Wash D C)	0148-7922		Fam Law Rep (Wash D C)	9876037
25885	The Humanist	Humanist	0018-7399		Humanist	9876119
25886	Issues in ethics / Center for Applied Ethics	Issues Ethics	1091-7772		Issues Ethics	9884736
25887	Medicinska etika a bioetika : casopis Ustavu medicinskej etiky a bioetiky = Medical ethics & bioethics : journal of the Institute of Medical Ethics & Bioethics	Med Etika Bioet	1335-0560		Med Etika Bioet	9607446
25888	The Journal of the Association for Persons with Severe Handicaps : official publication of the Association for Persons with Severe Handicaps	J Assoc Pers Sev Handicaps	0749-1425		J Assoc Pers Sev Handicaps	9882967
25891	High technology (Boston, Mass.)	High Technol (Boston)	0277-2981		High Technol (Boston)	9883273
25892	Newsletter (American Academy of Psychiatry and the Law)	Newsl Am Acad Psychiatry Law	0896-5633		Newsl Am Acad Psychiatry Law	9882737
25893	Parents magazine (New York, N.Y. : 1985)	Parents Mag (NY)	1047-8574		Parents Mag (NY)	9886100
25894	Research management	Res Manage	0034-5334		Res Manage	9882933
25895	Wall Street journal (Eastern ed.)	Wall St J (East Ed)	0099-9660		Wall St J (East Ed)	9877132
25896	ACOG technical bulletin	ACOG Tech Bull	1074-8628		ACOG Tech Bull	45265
25898	Food, drug, cosmetic law journal	Food Drug Cosmet Law J	0015-6361		Food Drug Cosmet Law J	7509647
25899	Massachusetts physician	Mass Physician	0025-4851		Mass Physician	7902517
25903	The Manchester school of economic and social studies	Manchester Sch Econ Soc Stud	0025-2034		Manchester Sch Econ Soc Stud	9878852
25905	Bulletin Of The National Guild Of Catholic Psychiatrists	Bull Natl Guild Cathol Psychiatr	0547-7115		Bull Natl Guild Cathol Psychiatr	9886638
25908	The Chronicle of higher education	Chron High Educ	0009-5982		Chron High Educ	9876955
25911	Health care ethics USA : a publication of the Center for Health Care Ethics	Health Care Ethics USA	1072-5490		Health Care Ethics USA	9418105
25912	American journal of ethics & medicine : a national medical student journal published by the University of Pennsylvania School of Medicine	Am J Ethics Med	1065-9242		Am J Ethics Med	9301118
25913	ACOG committee opinion	ACOG Comm Opin	1074-861X		ACOG Comm Opin	9203144
25915	Journal of prison health	J Prison Health	0192-7051		J Prison Health	8106456
25917	Canadian journal of family law. Revue canadienne de droit familial	Can J Fam Law	0704-1225		Can J Fam Law	7808684
25918	Bioethics Northwest	Bioethics Northwest	0362-0824		Bioethics Northwest	7613314
